S.No,NABL/NON NABL,Discipline / Group,Materials or Products tested,Parameter,Method,Sample Quantity g/mL,Lead time,Charges per sample,No of Sample,18% GST SAC 998343,Total amount,PROTOCOL NO.,NABL Range,Limit of quantification,,Protocol Link
790,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Moisture Content % w/w,IS 15106,50,15,450,1,81,531,ABRL PRO 004,0.01 % to 50 % w/w,,,https://forms.gle/r52g7ec3g7ZfoEhWA
791,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Moisture Content % w/w,IS 16556,200,15,450,1,81,531,ABRL PRO 004,0.1 % to 65 %,,,https://forms.gle/r52g7ec3g7ZfoEhWA
792,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Moisture Content % w/w,ISO 19822,50,15,500,1,90,590,ABRL PRO 004,1 % to 10 %,,,https://forms.gle/r52g7ec3g7ZfoEhWA
793,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Molybdenum as Mo mg/kg,ABRL STP 043 (MP-AES),50,15,1000,1,180,1180,ABRL PRO 028,10 µg/kg to 100000 mg/kg,,,https://forms.gle/CYNtvab5hedeJEEMA
794,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Myo-inositol % w/w,ABRL STP 113 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.00001 % to 99 %,,,https://forms.gle/ZVvz31MkZnjJX1X38
795,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Na as Na2O % w/w,IS 9497,50,15,500,1,90,590,ABRL PRO 006,0.05% to 50 %,,,"https://forms.gle/xFDBDxZZHQdxNbVW8 , https://forms.gle/r52g7ec3g7ZfoEhWA"
796,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Naphthyl Acetic Acid (NAA) % w/w,ABRL STP 071 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.0001% to 99 %,0.41 mg/kg,,https://forms.gle/ZVvz31MkZnjJX1X38
797,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Nickel as Ni mg/kg,FCO 1985 SCD IV Part D Cl.No.10,50,15,600,1,108,708,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
798,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Nickel as Ni mg/kg,IS 16556,50,15,600,1,108,708,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
799,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Odor,OPPTS 830.6304,50,15,100,1,18,118,ABRL PRO 092,NA,,,https://forms.gle/ZrVhayg6o6mkzWNy6
800,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Organic matter % w/w,FCO 1985 SCD IV Part D Cl.No.05,50,15,800,1,144,944,ABRL PRO 008, 0.1 % to 99 %,,,https://forms.gle/b51JKPnT1J9kNucy8
801,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Organic matter % w/w,IS 16556,50,15,800,1,144,944,ABRL PRO 008, 0.1 % to 99 %,,,https://forms.gle/b51JKPnT1J9kNucy8
802,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Particle size % w/w,FCO 1985 SCD IV Part D,100,15,300,1,54,354,ABRL PRO 061,0.1 % to 100 %,,,https://forms.gle/eSfFCX1syVcSxff18
803,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Persistant foaming (ml),CIPAC MT 47,50,15,1000,1,180,1180,ABRL PRO 094,0.1 ml to 1000 ml,,,https://forms.gle/inQej5gjwJrvLm2S8
804,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,pH (% aqeous solution/ Liquid),ABRL STP 027(PH-Meter),100,15,350,1,63,413,ABRL PRO 001,1 to 14,,,https://forms.gle/sHECK8iCUHJm39wK9
805,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,pH ,FCO 1985 SCD II Part B Cl.No.08,200,15,350,1,63,413,ABRL PRO 001,1 to 14,,,https://forms.gle/sHECK8iCUHJm39wK9
806,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,pH ,FCO 1985 SCD IV Part D Cl.No.1,100,15,400,1,72,472,ABRL PRO 041,1 to 14,,Minimum sample handeling charge is to be considered if providing service lower than 500 Rs.,https://forms.gle/1ummEPEzcdMaeP1XA
807,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,pH,IS 16556,100,15,400,1,72,472,ABRL PRO 041,1 to 14,,Minimum sample handeling charge is to be considered if providing service lower than 500 Rs.,https://forms.gle/1ummEPEzcdMaeP1XA
808,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Physical State (Form),OPPTS 830.6303,50,15,100,1,18,118,ABRL PRO 092,NA,,,https://forms.gle/ZrVhayg6o6mkzWNy6
809,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Plant available silicon % w/w,FCO 1985 SCD II Part B Cl.No.29,50,15,1500,1,270,1770,ABRL PRO 069,0.01 % to 50 %,,,https://forms.gle/1ZzQ7V7cKb1dgmj4A
810,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Potassium as K mg/kg,ABRL STP 043 (MP-AES),100,15,1000,1,180,1180,ABRL PRO 028,1 mg/kg to 500000 mg/kg,,,https://forms.gle/CYNtvab5hedeJEEMA
811,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Pourability (Residue) % w/w,CIPAC MT 148,1000,15,2000,1,360,2360,ABRL PRO 095,0.1 % to 70 %,,,https://forms.gle/49mTRqwiD6QxDFU87
812,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Pourability (Rinsed Residue) % w/w,CIPAC MT 148,1000,15,2000,1,360,2360,ABRL PRO 095,0.01 % to 50 %,,,https://forms.gle/49mTRqwiD6QxDFU87
813,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Quercetin % w/w,ABRL STP 007 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.0001 % to 95 %,0.39 mg/kg,,https://forms.gle/ZVvz31MkZnjJX1X38
814,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Shape ,ABRL STP 091,50,15,100,1,18,118,ABRL PRO 092,NA,,,https://forms.gle/ZrVhayg6o6mkzWNy6
815,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Sodium as Na mg/kg,ABRL STP 043 (MP-AES),50,15,3500,1,630,4130,ABRL PRO 028,1 mg/kg to 500000 mg/kg,,,https://forms.gle/CYNtvab5hedeJEEMA
816,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Solid Content % w/w,IS 15106,50,15,450,1,81,531,ABRL PRO 004,0.1 % to 99 % w/w,,,https://forms.gle/r52g7ec3g7ZfoEhWA
817,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Solubility % w/w,ABRL STP 036 (Gravimetric),50,15,350,1,63,413,ABRL PRO 020,0.1 % to 100 %,,,https://forms.gle/4mKKEZ5kDncKWzB86
818,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Specific gravity ,CIPAC MT 3,50,15,350,1,63,413,ABRL PRO 066,0.500 to 2.500 g/ml,,,https://forms.gle/WXPbz5i1fZHux8bM9
819,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Specific gravity,FCO 1985 SCD II Part B,50,15,350,1,63,413,ABRL PRO 066,0.500 to 2.500 g/ml,,,https://forms.gle/WXPbz5i1fZHux8bM9
820,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Strontium as Sr mg/kg,ABRL STP 043 (MP-AES),50,15,3500,1,630,4130,ABRL PRO 028,1 mg/kg to 500000 mg/kg,,,https://forms.gle/CYNtvab5hedeJEEMA
821,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Sulphate Sulphur % w/w,FCO 1985 SCD II Part B Cl. No.24,50,15,800,1,144,944,ABRL PRO 011,0.1 % to 70 %,,,https://forms.gle/NEPfFA1GmooQ6YAg8
822,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Suspensibility % w/w,CIPAC MT 161,100,15,2000,1,360,2360,ABRL PRO 096,0.1 % to 105 %,,,https://forms.gle/1KM8MciJYXpU9Noz8
823,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Thiamin mononitrate (Vitamin B1) % w/w,ABRL STP 009 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.0001 % to 99 %,,,https://forms.gle/ZVvz31MkZnjJX1X38
824,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Total Amino acid % w/w,ABRL STP 052 (Ninhydrin),50,15,1500,1,270,1770,ABRL PRO 044,0.001 % to 99 %,,,https://forms.gle/KnFSJs2pxi9pDKaTA
825,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Total Amino Nitrogen % w/w,Thai industrial standard Page no. 191-193,1500,15,2000,1,360,2360,ABRL PRO 092,0.001 % to 99 %,,,https://forms.gle/KnFSJs2pxi9pDKaTA
826,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Total Carbohydrate % w/w,ABRL STP 046 (Anthrone),50,15,1500,1,270,1770,ABRL PRO 035,0.001 % to 99 %,10.05 mg/kg,,https://forms.gle/QExDSnE6janEauz8A
827,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Total Chloride % w/w,FCO 1985 SCD II Part B Cl.No.18,50,15,300,1,54,354,ABRL PRO 078,0.01 % to 99 %,,,https://forms.gle/k6tf57dYD8yuAbRD8
828,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Total Dissolved Solids (TDS) % w/w,ABRL STP 098 (Gravimetric),100,15,350,1,63,413,ABRL PRO 097,0.01 % to 60 % ,,,https://forms.gle/JbV95JkQizSL42Vm8
829,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Total Humic acid % w/w,ISO 5073,50,15,1200,1,216,1416,ABRL PRO 005,0.1 % to 99 %,,,https://forms.gle/kGrK8JuttwQrNZqp7
830,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Total Nitrogen % w/w,FCO 1985 SCD IV Part D Cl.No.06,50,15,1000,1,180,1180,ABRL PRO 007,0.05 % to 35 %,,,https://forms.gle/Q3mPhs2GWZHCcP1T6
831,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Total Nitrogen % w/w,IS 16556,50,15,1000,1,180,1180,ABRL PRO 007,0.05 % to 35 %,,,https://forms.gle/Q3mPhs2GWZHCcP1T6
832,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Total Organic Carbon/Organic Carbon % w/w,FCO 1985 SCD IV Part D Cl.No.05,50,15,900,1,162,1062,ABRL PRO 008,1 % to 55 %,,,https://forms.gle/b51JKPnT1J9kNucy8
833,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Total Organic Carbon/Organic Carbon % w/w,IS 16556,50,15,900,1,162,1062,ABRL PRO 008,1 % to 55 %,,,https://forms.gle/b51JKPnT1J9kNucy8
834,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Total phosphorous as P2O5 % w/w,FCO 1985 SCD IV Part D Cl.No.08,50,15,1200,1,216,1416,ABRL PRO 060,0.05% to 35 %,,,https://forms.gle/ALxktWakYxGehtMa9
835,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Total phosphorous as P2O5 % w/w,IS 16556,50,15,1200,1,216,1416,ABRL PRO 060,0.05% to 35 %,,,https://forms.gle/ALxktWakYxGehtMa9
836,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Total Potash K & K as K2O % w/w,IS 16556,50,15,800,1,144,944,ABRL PRO 060,0.05 % to 35 %,,,https://forms.gle/ALxktWakYxGehtMa9
837,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Total Potash K & K as K2O % w/w,FCO 1985 SCD IV Part D Cl.No.09,50,15,800,1,144,944,ABRL PRO 060,0.05 % to 35 %,,,https://forms.gle/ALxktWakYxGehtMa9
838,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Total Protein % w/w,ABRL STP 016 (Folin-lowery),50,15,1500,1,270,1770,ABRL PRO 018,0.001 % to 99 %,,,https://forms.gle/NVvh6HsVcqMFKm8bA
839,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Total protein Calculative % w/w,Calculative based on conversion factor (Kjeldahl),50,15,100,1,18,118,ABRL PRO 007,0.05 % to 99 %,,,https://forms.gle/Q3mPhs2GWZHCcP1T6
840,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Total Sulphur % w/w,FCO 1985 SCD IV Part D Cl.No.15,100,15,1200,1,216,1416,ABRL PRO 011, 0.05 % to 50 %,,,https://forms.gle/NEPfFA1GmooQ6YAg8
841,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Triacontanol % w/w,ABRL STP 011 (GC),50,15,3500,1,630,4130,ABRL PRO 003,0.05 % to 99 %,502 mg/kg,,https://forms.gle/SWkKy6Q53AmRiEDg9
842,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Viscosity cps,CIPAC MT 22,500,15,1000,1,180,1180,ABRL PRO 051,1 to 25000 cps,,,https://forms.gle/xMxncb1RieE6p3Gr7
843,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Water Insoluble Nitrogen % w/w,FCO 1985 SCD IV Part D Cl.No.14,50,15,1000,1,180,1180,ABRL PRO 083,0.05 % to 35 %,,,https://forms.gle/pWdSyPGRKo795T8EA
844,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Water Solubility % w/w,ABRL STP 036 (Gravimetric),50,15,350,1,63,413,ABRL PRO 020,0.1 % to 99 %,,,https://forms.gle/4mKKEZ5kDncKWzB86
845,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Water Soluble potash as K2O % w/w,FCO 1985 SCD IV Part D Cl.No.09,50,15,800,1,144,944,ABRL PRO 060,0.05 % to 35 %,,,https://forms.gle/ALxktWakYxGehtMa9
846,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Zinc as Zn mg/kg,FCO 1985 SCD IV Part D Cl.No.10,50,15,600,1,108,708,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
847,NABL,CHEMICAL- BIO- STIMULANT,Humic acid and their Formulations,Zinc as Zn mg/kg,IS 16556,50,15,600,1,108,708,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
848,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",6 Benzyl Amino Purine (6-BAP) % w/w,ABRL STP 006 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,1 mg/kg to 990000 mg/kg,0.86 mg/kg,,https://forms.gle/ZVvz31MkZnjJX1X38
849,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Accelerated stability study,CIPAC MT 46,500 ml,22,40000,1,7200,47200,ABRL PRO 083,Not applicable,Not applicable,,
850,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Acid Insoluble Ash % w/w,FCO 1985 SCD IV Part D Cl. No. 14,50,15,800,1,144,944,ABRL PRO 053,0.1 % w/w to 50 % w/w,,,https://forms.gle/pVZ3UfnzgqWD7U4x7
851,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Acid soluble Ash % w/w,Calculative based on FCO 1985 SCD IV Part D Cl. No. 14,50,15,800,1,144,944,ABRL PRO 053,0.1 % w/w to 50 % w/w,,,https://forms.gle/pVZ3UfnzgqWD7U4x7
852,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Alginic Acid % w/w,ABRL STP 050 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.0001 % to 99 %,44.70 mg/kg,,https://forms.gle/ZVvz31MkZnjJX1X38
853,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Alpha-tocopherol (Vitamin E) % w/w,ABRL STP 010 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.0001 % to 99 %,,,https://forms.gle/ZVvz31MkZnjJX1X38
854,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Aluminium as Al mg/kg,ABRL STP 043 (MP-AES),50,15,1000,1,180,1180,ABRL PRO 028,10 µg/kg to 100000 mg/kg,,,https://forms.gle/CYNtvab5hedeJEEMA
855,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Ammoniacal nitrogen % w/w,FCO 1985 SCD II Part B Cl.No.03,50,15,600,1,108,708,ABRL PRO 014,0.1 % to 40 %,,,https://forms.gle/eCp5pXhcQKkRUFpd8
856,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Appereance ,ABRL STP 091,50,15,100,1,18,118,ABRL PRO 092,NA,,,https://forms.gle/ZrVhayg6o6mkzWNy6
857,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Arsenic as As/As2O3 mg/kg,FCO 1985 SCD IV Part D Cl. No. 12,50,15,1000,1,180,1180,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
858,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Arsenic as As / AS2O3 mg/kg,IS 16556,50,15,1000,1,180,1180,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
859,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Ascorbic acid % w/w,ABRL STP 005 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.00001 % to 99 %,,,https://forms.gle/ZVvz31MkZnjJX1X38
860,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Barium as Ba mg/kg,ABRL STP 043 (MP-AES),50,15,1000,1,180,1180,ABRL PRO 028,10 µg/kg to 100000 mg/kg,,,https://forms.gle/CYNtvab5hedeJEEMA
861,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Boron as B mg/kg,ABRL STP 043 (MP-AES),50,15,1000,1,180,1180,ABRL PRO 028,10 µg/kg to 100000 mg/kg,,,https://forms.gle/CYNtvab5hedeJEEMA
862,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",C:N Ratio,FCO 1985 SCD IV Part D Cl.No. 07,50,15,100,1,18,118,ABRL PRO 008,Calculative,,,"https://forms.gle/b51JKPnT1J9kNucy8 , https://forms.gle/Q3mPhs2GWZHCcP1T6"
863,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",C:N Ratio ,IS 16556,50,15,100,1,18,118,ABRL PRO 008,Calculative,,,"https://forms.gle/b51JKPnT1J9kNucy8 , https://forms.gle/Q3mPhs2GWZHCcP1T6"
864,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Cadmium as Cd mg/kg,FCO 1985 SCD IV Part D Cl.No.10,50,15,3200,1,576,3776,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
865,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Cadmium as Cd mg/kg,IS 16556,50,15,3200,1,576,3776,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
866,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Calcium as Ca mg/kg,ABRL STP 043 (MP-AES),50,15,1000,1,180,1180,ABRL PRO 028,1 mg/kg to 500000 mg/kg,,,https://forms.gle/CYNtvab5hedeJEEMA
867,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Carrabiitol % w/w,ABRL STP 092 (HPLC),100,15,3500,1,630,4130,,,,,
868,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Cation Exchange Capacity meq/g,ABRL STP 053 (MP-AES),50,15,1500,1,270,1770,ABRL PRO 045, 1 meq/g to 50000 meq/g,,,https://forms.gle/8X4X79vm56r7wuts8
869,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Chromium as Cr mg/kg,FCO 1985 SCD IV Part D Cl.No.10,50,15,600,1,108,708,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
870,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Chromium as Cr mg/kg,IS 16556,50,15,600,,108,708,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
871,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Clarity,European Pharmacopiea 9.2,50,15,100,1,18,118,ABRL PRO 092,NA,,,https://forms.gle/ZrVhayg6o6mkzWNy6
872,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Cobalt as Co mg/kg,ABRL STP 043 (MP-AES),100,15,1000,1,180,1180,ABRL PRO 028,10 µg/kg to 100000 mg/kg,,,https://forms.gle/CYNtvab5hedeJEEMA
873,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Colour,OPPTS 830.6302,50,15,100,1,18,118,ABRL PRO 092,NA,,,https://forms.gle/ZrVhayg6o6mkzWNy6
874,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Conductivity µS/cm,FCO 1985 SCD IV Part D Cl.No.04,50,15,450,1,81,531,ABRL PRO 017,1 µS/cm to 50000 µS/cm,,,https://forms.gle/NjLm8u7U1By8uar4A
875,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Conductivity µS/cm,IS 16556,50,15,450,1,81,531,ABRL PRO 017,1 µS/cm to 50000 µS/cm,,,https://forms.gle/NjLm8u7U1By8uar4A
876,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Copper as Cu mg/kg,FCO 1985 SCD IV Part D Cl.No.10,50,15,600,1,108,708,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
877,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Copper as Cu mg/kg,IS 16556,50,15,600,1,108,708,ABRL PRO 060,10 µg/kg to 50000 mg/kg,,,https://forms.gle/ALxktWakYxGehtMa9
878,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Density g/ml,FCO 1985 SCD IV Part D,50,15,350,1,63,413,ABRL PRO 041,0.500 to 2.500 g/ml,,,https://forms.gle/1ummEPEzcdMaeP1XA
879,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Density g/ml,IS 16556,50,15,350,1,63,413,ABRL PRO 041,0.500 to 2.500 g/ml,,,https://forms.gle/1ummEPEzcdMaeP1XA
880,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Dilution Stability,CIPAC MT 41,50,15,1500,1,270,1770,ABRL PRO 093,Not applicable,,,https://forms.gle/7WdUJ6YZ1kVrGfC77
881,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Elemental Sulphur % w/w,FCO 1985 SCD II Part B Cl. No.24,50,15,400,1,72,472,ABRL PRO 011,0.1 % to 50 %,,,https://forms.gle/NEPfFA1GmooQ6YAg8
882,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Folic acid % w/w,ABRL STP 001 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.005 % to 95 %,0.15 mg/kg,,https://forms.gle/ZVvz31MkZnjJX1X38
883,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Formol nitrogen content % w/w,Thai industrial standard Page no.191,50,15,2000,1,360,2360,ABRL PRO 092,0.05 % to 50 %,,,https://forms.gle/Y7Ye6zMjosRonixA8
884,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Free alkali as KOH % w/w,ABRL STP 038 (Titremetric),50,15,450,1,81,531,ABRL PRO 024,0.01 % to 50 %,,,https://forms.gle/UD2YCiGdzqo8VMFb6
885,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Free alkali as NaOH % w/w,ABRL STP 038 (Titremetric),50,15,450,1,81,531,ABRL PRO 024,0.01 % to 50 %,,,https://forms.gle/UD2YCiGdzqo8VMFb6
886,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Free amino nitrogen % w/w,ABRL STP 052 (Ninhydrin),50,15,1500,1,270,1770,ABRL PRO 044,0.001 % to 99 %,,,https://forms.gle/KnFSJs2pxi9pDKaTA
887,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Fucoidan % w/w,ABRL STP 115 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.00001 % to 99 %,,,https://forms.gle/ZVvz31MkZnjJX1X38
888,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Fulvic acid % w/w,ABRL STP 116 (Titrimetric),50,15,1000,1,180,1180,ABRL PRO 108,0.001 % to 60 %,,,https://forms.gle/rMyfSJtJSzRCT7Yj8
889,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Gibbrellic Acid -3 (GA3) % w/w,ABRL STP 003 (HPLC),50,15,3500,1,630,4130,ABRL PRO 002,0.001 % to 97 %,0.17 mg/kg,,https://forms.gle/ZVvz31MkZnjJX1X38
890,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Humic Acid % w/w,ISO 19822,50,15,4000,1,720,4720,ABRL PRO 029,1 % to 70 %,,,"https://forms.gle/BYPkiHP9Z2dBoFVs6 , https://forms.gle/NEPfFA1GmooQ6YAg8"
891,NABL,CHEMICAL- BIO- STIMULANT,"Protein hydrolysate(Plant, Bacterial and animal origin)",Hydrophobic fulvic acid % w/w,ISO 19822,50,15,4000,1,720,4720,ABRL PRO 029,1 % to 70 %,,,"https://forms.gle/BYPkiHP9Z2dBoFVs6 , https://forms.gle/NEPfFA1GmooQ6YAg8"
